Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C23,C24,C25,C26
1,2,23,33.079354838709676,2.0,10.0,1.0,4.0,3.0,115.0,1,3,1.0,33,220,276,84,1,5,35,2,1,442,278,1051,53,2,113,95,8,410,123,1,245,1,481,19,356
0,47,1,3.0,10.0,64.0,219.0,4.0,11.0,90.0,5,2,11.0,26,55,96,474,1,3,218,17,1,194,123,1044,196,2,19,343,8,379,22,2,555,1,293,23,88
0,0,2,19.0,1.0,198.0,71.0,4.0,7.0,5.0,0,1,1.0,48,77,1091,958,9,0,282,17,1,233,465,962,216,13,443,467,8,263,55,3,3,0,117,0,147
1,6,6,15.0,5.0,66.0,22.0,6.0,48.0,48.0,2,2,8.0,43,10,513,860,6,3,1015,2,1,113,465,502,216,2,218,523,8,222,123,1,97,1,712,19,356
0,47,3,2.0,2.0,25.0,146.92563081009297,0.0,2.0,2.0,5,0,2.0,0,13,633,872,9,3,683,2,1,891,653,760,461,13,594,216,8,106,123,1,1062,0,531,19,356
1,0,57,2.0,1.0,2891.0,2.0,35.0,1.0,137.0,0,17,1.0,0,39,628,87,1,3,24,3,1,194,222,976,555,2,203,551,8,210,19,3,99,2,196,3,448
0,47,213,2.0,2.0,14678.315844700945,146.92563081009297,0.0,2.0,2.0,5,0,2.0,0,51,1163,435,1,5,633,2,0,194,872,587,345,2,234,1128,2,422,123,1,1154,0,547,19,356
0,47,1,73.0,16.0,14678.315844700945,146.92563081009297,0.0,289.0,310.0,5,0,16.0,0,10,766,1002,20,3,813,2,0,194,576,843,12,2,218,866,2,222,123,1,19,8,573,19,356
0,47,115,33.079354838709676,0.0,17271.0,146.92563081009297,13.710388247639035,16.0,126.76285414480587,5,30,16.0,0,215,633,872,1,6,611,2,1,395,811,760,614,13,536,216,0,89,123,1,1062,0,531,19,356
0,5,1,56.0,20.0,4.0,13.0,11.0,23.0,22.0,1,2,13.0,0,126,954,555,1,3,53,17,1,194,177,231,104,3,47,1001,8,2,22,0,668,11,66,27,329
0,2,3,12.0,11.0,20.0,8.0,2.0,11.0,11.0,1,1,5.0,43,63,243,261,1,4,417,2,1,194,507,149,700,2,739,409,0,347,22,2,922,1,66,27,90
0,47,28,2.0,2.0,5807.0,146.92563081009297,0.0,2.0,73.0,5,0,2.0,75,42,620,699,9,3,987,2,1,787,168,713,269,13,184,974,1,484,123,1,114,0,436,19,356
0,1,52,127.0,26.0,947.0,140.0,1.0,39.0,34.0,1,1,26.0,56,37,626,905,1,5,880,34,1,595,262,584,552,13,515,385,7,285,22,3,405,10,184,17,446
0,47,3,1.0,8.062697910069664,398.0,82.0,0.0,0.0,6.0,5,0,11.784673844205193,26,77,911,248,20,4,282,2,1,230,465,468,216,2,723,931,8,263,146,2,184,0,657,0,407
0,47,34,33.079354838709676,38.0,21.0,146.92563081009297,0.0,38.0,38.0,5,0,11.0,0,5,1267,685,1,5,537,2,1,507,449,155,394,0,783,149,1,473,123,1,244,0,653,19,356
1,47,10,1.0,8.062697910069664,14064.0,113.0,1.0,0.0,18.0,5,1,11.784673844205193,33,139,84,1031,1,2,451,2,1,505,908,368,331,2,147,628,0,345,22,3,1184,0,512,3,239
0,47,-1,33.079354838709676,8.062697910069664,14678.315844700945,146.92563081009297,13.710388247639035,0.0,126.76285414480587,5,30,11.784673844205193,0,158,1070,819,1,0,299,7,0,194,421,1078,421,13,671,621,2,498,123,1,1,0,162,19,356
1,47,213,2.0,6.0,10350.0,211.0,1.0,6.0,59.0,5,1,6.0,0,13,633,872,1,3,1113,2,1,577,344,760,741,2,596,216,7,106,123,1,1062,0,531,19,356
0,47,-1,33.079354838709676,8.062697910069664,1172.0,146.92563081009297,0.0,46.0,45.0,5,0,11.784673844205193,0,175,41,23,11,5,761,17,1,297,691,678,716,13,780,159,1,316,123,1,847,8,48,19,356
1,4,1134,9.0,9.0,581.0,16.0,181.0,15.0,834.0,1,21,9.0,0,24,430,126,1,3,317,21,1,129,292,937,89,3,729,357,4,314,115,2,60,2,525,24,160
0,0,735,33.079354838709676,8.062697910069664,4390.0,143.0,13.0,4.0,257.0,0,3,11.784673844205193,0,58,20,819,1,3,602,17,1,33,911,679,355,2,808,244,4,249,123,1,1094,3,162,19,356
0,1,11,2.0,2.0,12.0,2.0,1.0,3.0,2.0,1,1,2.0,0,52,1084,49,1,3,282,2,1,294,465,966,216,3,737,219,7,181,22,0,1177,0,422,0,479
0,3,52,11.0,23.0,50.0,23.0,3.0,13.0,25.0,1,1,23.0,0,117,839,677,1,3,984,12,1,284,629,764,530,2,303,743,8,429,123,1,784,0,479,19,356
1,47,0,8.0,5.0,715.0,146.92563081009297,0.0,9.0,11.0,5,0,5.0,33,193,35,564,9,3,6,2,1,536,306,739,398,3,142,579,4,532,22,0,532,0,65,27,378
0,47,-1,33.079354838709676,8.062697910069664,17434.0,118.0,2.0,10.0,127.0,5,1,11.784673844205193,0,74,1070,819,1,6,387,2,1,462,189,1078,173,9,398,621,4,387,123,1,1,1,162,19,356
1,2,7,16.0,7.0,648.0,19.0,2.0,7.0,7.0,1,1,7.0,6,51,706,816,9,4,388,2,1,893,146,582,608,14,190,751,7,514,123,1,556,0,633,19,356
0,0,1,58.0,2.0,1416.0,6.0,1.0,3.0,3.0,0,1,2.0,0,91,135,80,1,3,423,11,1,429,320,453,429,3,670,842,7,404,103,2,85,2,616,17,258
1,6,4,3.0,21.0,457.0,22.0,11.0,23.0,95.0,1,2,22.0,0,12,860,444,1,3,136,2,1,371,339,571,723,3,710,609,4,188,22,2,479,1,137,12,201
0,47,5,5.0,0.0,15687.0,2036.0,5.0,4.0,59.0,5,3,3.0,33,51,559,590,1,3,282,2,1,260,465,42,216,13,254,597,8,366,123,1,744,0,415,19,356
1,6,68,43.0,16.0,7.0,10.0,11.0,26.0,53.0,1,3,10.0,0,106,1001,266,9,6,1045,17,1,538,314,1190,384,2,107,421,8,130,22,3,615,3,594,7,275
1,47,182,33.079354838709676,0.0,128.0,146.92563081009297,0.0,0.0,0.0,5,0,0.0,70,220,184,884,1,4,374,2,1,509,128,499,5,13,470,450,1,509,123,1,153,0,481,19,356
0,47,0,1.0,1.0,14678.315844700945,146.92563081009297,0.0,2.0,30.0,5,0,1.0,0,51,1059,254,7,5,698,2,0,194,194,999,397,8,131,923,2,288,123,1,1092,3,86,19,356
1,0,0,9.0,1.0,1752.0,77.0,2.0,0.0,16.0,0,1,1.0,0,174,343,1015,1,3,199,2,1,51,597,472,50,3,703,0,6,480,123,1,146,0,547,19,356
1,6,4,50.0,0.0,70.0,15.0,29.0,16.0,150.0,1,6,1.0,0,91,42,797,3,3,1116,2,1,608,93,566,181,0,697,868,8,404,68,2,993,0,487,27,249
1,2,0,120.0,30.0,1340.0,301.0,22.0,27.0,262.0,0,4,30.0,0,86,770,336,1,4,544,21,1,194,393,745,306,3,607,165,4,394,22,0,394,2,231,9,250
0,47,22,33.079354838709676,8.062697910069664,40795.0,146.92563081009297,13.710388247639035,1.0,126.76285414480587,5,30,11.784673844205193,0,52,778,778,11,3,872,2,0,780,698,295,758,13,23,491,8,533,22,3,903,1,655,0,436
1,6,-1,22.0,17.0,92.0,50.0,6.0,5.0,61.0,1,1,50.0,0,149,371,786,1,3,306,17,1,796,707,835,412,13,568,869,4,72,136,3,133,0,699,18,169
0,47,0,33.079354838709676,0.0,2885.0,146.92563081009297,0.0,49.0,85.0,5,0,24.0,33,58,886,376,11,3,574,5,1,194,529,692,543,2,257,1135,5,333,123,1,936,5,504,19,356
1,0,70,2.0,4.0,3381.0,114.0,9.0,21.0,104.0,0,1,15.0,0,51,558,806,1,5,351,20,1,194,258,169,499,13,201,649,4,433,123,1,134,0,630,19,356
1,3,0,33.079354838709676,8.062697910069664,191.0,8.0,5.0,5.0,15.0,1,2,11.784673844205193,0,120,1074,406,0,2,1017,15,1,444,272,1162,413,0,492,381,8,490,191,2,753,0,725,18,253
0,1,82,2.0,3.0,440.0,24.0,201.0,31.0,370.0,1,11,3.0,33,63,243,261,1,6,206,1,1,663,590,149,764,2,739,409,3,347,22,0,922,2,66,27,90
0,0,2,33.079354838709676,8.062697910069664,2977.0,98.0,2.0,6.0,50.0,0,1,11.784673844205193,0,81,1070,819,1,5,951,2,1,834,201,1078,345,8,183,621,0,317,123,1,1,0,162,19,356
0,2,0,63.0,7.0,133.0,31.0,19.0,48.0,357.0,1,10,31.0,0,37,463,875,1,3,948,2,1,877,117,130,399,3,169,422,8,285,1,3,1018,0,356,28,96
0,2,-1,33.079354838709676,8.062697910069664,285.0,5.0,2.0,1.0,22.0,2,2,11.784673844205193,0,12,405,1001,11,3,340,2,1,498,701,316,248,2,464,542,8,296,10,3,712,0,88,27,359
0,0,1,8.0,3.0,3206.0,77.0,5.0,42.0,70.0,0,1,28.0,56,109,633,872,1,3,739,5,1,803,165,760,774,2,278,216,8,528,123,1,1062,0,531,19,356
0,0,22,11.0,1.0,6321.0,51.0,4.0,10.0,56.0,0,3,6.0,33,126,868,638,1,3,97,17,1,11,566,1148,204,2,787,1009,8,510,22,3,457,1,493,27,347
1,25,33,10.0,29.0,154.0,0.0,26.0,32.0,29.0,1,1,0.0,43,66,711,176,1,5,609,2,1,134,686,489,160,13,152,817,8,88,123,1,575,0,547,19,356
0,47,341,33.079354838709676,8.062697910069664,15222.0,413.0,1.0,44.0,216.0,5,1,11.784673844205193,0,13,907,872,1,5,959,2,1,194,366,1084,411,2,305,77,7,503,123,1,584,0,531,19,356
1,0,21,33.079354838709676,8.062697910069664,3670.0,209.0,4.0,0.0,639.0,0,2,11.784673844205193,0,12,507,471,17,3,191,2,1,783,579,910,21,3,710,1122,8,188,200,2,234,1,223,27,396
0,0,1,1.0,8.062697910069664,3166.0,127.0,11.0,8.0,47.0,0,2,11.784673844205193,0,139,1028,493,1,3,46,27,1,194,604,203,368,2,147,745,8,345,22,3,263,5,661,3,244
0,9,1,4.0,2.0,390.0,2.0,12.0,13.0,43.0,2,4,2.0,0,37,607,383,1,4,130,2,1,543,304,1087,236,2,48,986,8,285,63,0,490,0,174,28,149
0,47,55,33.079354838709676,7.0,8.0,146.92563081009297,0.0,7.0,7.0,5,0,7.0,52,42,477,1013,1,3,501,2,1,194,307,206,227,2,85,589,5,240,123,1,630,8,436,19,356
0,47,0,7.0,3.0,6105.0,146.92563081009297,0.0,8.0,37.0,5,0,3.0,0,4,1168,707,1,5,138,2,1,877,117,395,399,2,595,770,7,238,22,0,982,0,225,28,546
1,1,0,13.0,12.0,105.0,33.0,4.0,38.0,60.0,1,4,33.0,56,238,712,912,1,5,737,2,1,458,303,928,630,2,682,258,8,284,22,0,688,2,316,28,259
0,2,1,91.0,28.0,266.0,28.0,2.0,28.0,28.0,1,1,28.0,0,65,111,813,1,3,916,2,1,194,509,480,415,2,333,790,5,82,22,0,371,8,181,27,506
0,47,1,11.0,8.062697910069664,4762.0,146.92563081009297,0.0,0.0,32.0,5,0,11.784673844205193,17,183,1219,431,11,5,638,2,1,535,342,989,644,8,325,446,1,153,123,1,737,1,183,19,356
0,0,3,17.0,0.0,1873.0,59.0,4.0,25.0,56.0,0,3,17.0,56,74,1070,819,1,6,701,2,1,815,96,1078,766,9,398,621,8,387,123,1,1,3,162,19,356
1,47,-1,33.079354838709676,8.062697910069664,3078.0,0.0,1.0,0.0,12.0,5,1,11.784673844205193,0,52,179,538,1,2,1065,2,1,862,578,1185,66,18,58,275,7,181,22,0,631,0,420,0,378
0,9,1,7.0,7.0,123.0,7.0,9.0,5.0,7.0,1,1,7.0,26,12,74,392,1,4,969,27,1,855,332,658,509,13,273,264,8,188,22,2,1033,0,66,27,425
1,24,6,3.0,3.0,329.0,3.0,26.0,3.0,3.0,1,2,3.0,0,149,80,866,1,2,978,11,1,48,707,1164,412,13,568,148,6,72,191,3,273,0,347,18,227
0,47,1,33.079354838709676,8.062697910069664,43247.0,221.0,0.0,5.0,85.0,5,0,11.784673844205193,18,115,575,776,11,4,335,2,1,194,609,146,304,2,560,1124,4,3,123,1,310,0,260,19,356
0,47,4,3.0,3.0,14678.315844700945,146.92563081009297,0.0,3.0,3.0,5,0,3.0,0,190,839,677,15,3,239,34,0,194,328,764,574,13,444,743,2,256,123,1,784,8,479,19,356
0,0,125,148.0,8.062697910069664,6668.0,264.0,1.0,0.0,101.0,0,1,11.784673844205193,0,184,1018,180,23,5,852,1,1,431,809,990,560,2,293,123,7,234,22,3,682,10,174,11,476
0,47,3,8.0,8.0,36060.0,374.0,7.0,23.0,173.0,5,1,8.0,0,74,1070,819,1,5,938,2,1,194,30,1078,496,9,398,621,0,387,123,1,1,0,162,19,356
0,47,3,33.079354838709676,10.0,1059.0,146.92563081009297,0.0,32.0,231.0,5,0,51.0,0,64,30,160,1,5,219,2,1,194,821,870,406,13,566,1094,5,163,22,0,576,0,547,29,335
0,47,-1,33.079354838709676,8.062697910069664,39728.0,146.92563081009297,13.710388247639035,20.0,126.76285414480587,5,30,11.784673844205193,0,66,438,176,1,5,402,17,1,396,837,489,177,13,730,817,8,88,123,1,575,0,547,19,356
0,0,69,5.0,8.0,5528.0,108.0,25.0,4.0,108.0,0,1,18.0,56,184,970,787,1,0,1128,2,1,813,809,264,560,3,192,588,8,234,22,0,949,2,165,25,70
0,2,322,1.0,3.0,37.0,4.0,2.0,3.0,3.0,1,1,3.0,0,12,107,46,11,0,938,2,1,194,907,1169,496,19,103,32,5,188,119,2,312,0,122,27,469
1,47,223,5.0,2.0,14678.315844700945,146.92563081009297,0.0,2.0,2.0,5,0,2.0,30,51,173,445,1,2,1002,2,0,194,397,315,412,13,267,580,2,189,123,1,582,0,189,19,356
1,0,8,2.0,8.062697910069664,1474.0,90.0,8.0,0.0,27.0,0,2,11.784673844205193,0,186,850,87,1,5,60,5,1,717,269,626,420,2,35,410,8,215,64,3,209,2,196,0,448
0,47,90,33.079354838709676,0.0,1455.0,146.92563081009297,0.0,6.0,10.0,5,0,2.0,0,108,1070,819,1,3,247,11,1,194,822,1078,160,2,626,621,5,119,123,1,1,1,162,19,356
1,0,2775,33.079354838709676,1.0,3173.0,77.0,1.0,0.0,23.0,0,1,10.0,33,189,266,87,22,3,972,2,1,350,843,684,23,2,816,281,8,11,110,2,324,2,196,27,448
0,47,-1,33.079354838709676,8.062697910069664,14678.315844700945,146.92563081009297,13.710388247639035,0.0,126.76285414480587,5,30,11.784673844205193,0,186,606,87,1,3,963,1,0,194,797,944,758,2,35,948,2,215,64,3,1201,0,196,0,448
0,47,0,10.0,3.0,5873.0,6.0,2.0,3.0,5.0,5,1,3.0,0,126,518,992,11,2,83,2,1,216,131,1073,819,14,752,987,7,510,22,3,297,0,66,27,490
0,2,100,5.0,52.0,174.0,142.0,6.0,18.0,172.0,1,2,122.0,0,77,269,906,7,0,973,5,1,233,464,107,86,2,310,984,8,388,158,2,94,0,51,0,135
0,0,3,8.0,7.0,7261.0,150.0,1.0,7.0,105.0,0,1,7.0,0,38,20,819,1,5,144,5,1,194,487,679,463,13,239,244,7,354,123,1,1094,0,162,19,356
0,47,1,5.0,2.0,41074.0,1896.0,0.0,2.0,968.0,5,0,6.0,26,68,15,597,11,3,356,2,1,194,674,15,597,13,348,550,8,455,22,3,932,0,253,23,252
0,47,160,33.079354838709676,6.0,25352.0,155.0,51.0,6.0,233.0,5,3,6.0,33,244,964,446,11,1,823,17,1,316,862,473,542,2,508,1016,8,426,123,1,570,0,206,19,356
0,0,1,33.079354838709676,8.062697910069664,2969.0,126.0,3.0,27.0,77.0,0,1,11.784673844205193,52,215,633,872,1,5,271,2,1,648,129,760,283,13,530,216,0,252,123,1,1062,1,531,19,356
0,47,11,2.0,2.0,9408.0,42.0,7.0,2.0,55.0,5,3,2.0,0,224,132,911,1,2,354,17,1,163,829,698,229,13,180,237,8,377,123,1,626,0,697,19,356
0,0,1,1.0,1.0,8647.0,146.92563081009297,0.0,9.0,1.0,0,0,1.0,26,81,1070,819,6,3,22,17,1,316,184,1078,286,8,183,621,8,317,123,1,1,1,162,19,356
0,47,2,33.079354838709676,0.0,14678.315844700945,146.92563081009297,0.0,450.0,1.0,5,0,1.0,0,10,633,872,1,3,813,17,0,194,576,760,12,2,218,216,2,222,123,1,1062,8,531,19,356
0,0,45,1.0,15.0,1624.0,122.0,8.0,25.0,228.0,0,2,41.0,0,91,1222,608,11,3,750,21,1,759,88,1205,603,2,53,673,8,404,18,2,714,10,80,17,40
0,47,1,5.0,2.0,30517.0,949.0,0.0,3.0,26.0,5,0,2.0,0,58,1070,819,1,3,605,2,1,86,462,1078,60,13,724,621,7,489,123,1,1,1,162,19,356
0,47,16,33.079354838709676,0.0,8809.0,228.0,3.0,5.0,97.0,5,2,1.0,0,215,633,872,1,6,165,2,1,194,913,760,587,13,536,216,0,89,123,1,1062,0,531,19,356
0,47,4,9.0,17.0,13032.0,663.0,20.0,37.0,1623.0,5,5,36.0,56,13,907,872,28,3,846,2,1,619,188,1084,62,13,411,77,8,503,123,1,584,11,531,19,356
1,19,35,33.079354838709676,0.0,2.0,0.0,19.0,0.0,0.0,1,1,0.0,33,54,267,736,27,3,24,2,1,194,222,513,555,13,775,1092,8,524,123,1,811,1,383,19,356
0,0,7,33.079354838709676,8.062697910069664,8903.0,233.0,9.0,3.0,88.0,0,4,11.784673844205193,0,220,491,152,11,5,36,17,1,690,662,163,593,13,326,564,8,427,123,1,440,0,431,19,356
0,47,1,33.079354838709676,8.062697910069664,1628.0,127.0,7.0,0.0,68.0,5,1,11.784673844205193,33,51,839,677,1,3,90,2,1,89,261,764,539,8,214,743,6,197,123,1,784,0,479,19,356
0,0,1,452.0,37.0,4616.0,352.0,194.0,35.0,37.0,0,1,37.0,33,198,482,565,1,3,464,2,1,313,316,583,355,13,139,266,4,272,22,0,873,0,82,13,394
0,0,121,2.0,3.0,32425.0,146.92563081009297,0.0,8.0,1.0,0,0,3.0,33,215,907,872,1,3,288,2,1,194,293,1084,470,3,161,77,4,252,123,1,584,1,531,19,356
0,47,0,47.0,14.0,34.0,146.92563081009297,0.0,14.0,14.0,5,0,14.0,11,166,713,63,1,3,893,1,1,194,379,576,69,3,391,900,5,54,22,0,319,3,33,17,323
0,47,660,18.0,2.0,3440.0,146.92563081009297,0.0,11.0,69.0,5,0,8.0,0,12,133,641,1,4,249,5,1,194,503,443,201,3,710,378,5,188,22,3,345,0,66,27,189
0,47,487,2.0,8.062697910069664,10931.0,8.0,4.0,0.0,8.0,5,1,11.784673844205193,0,198,290,430,1,5,797,2,1,719,192,387,157,3,74,749,8,272,22,0,374,0,125,13,207
1,5,2263,1.0,1.0,711.0,6.0,15.0,16.0,83.0,1,3,1.0,33,63,243,261,1,4,115,17,1,194,1,149,772,2,739,409,8,347,22,0,922,0,66,27,90
0,47,3,33.079354838709676,2.0,9465.0,54.0,3.0,4.0,43.0,5,2,2.0,26,220,419,152,5,6,951,34,1,150,201,163,345,3,62,564,0,350,123,1,440,0,431,19,356
1,47,0,12.0,13.0,1470.0,13.0,349.0,6.0,429.0,5,10,13.0,4,12,1231,987,1,3,136,38,1,371,134,352,723,13,367,469,6,154,32,0,716,1,183,27,483
0,47,0,5.0,1.0,33953.0,53.0,5.0,1.0,34.0,5,0,1.0,33,12,727,476,1,4,431,5,1,263,885,932,782,19,103,1085,8,188,184,2,878,0,544,27,358
0,47,497,5.0,2.0,16387.0,147.0,4.0,5.0,73.0,5,1,2.0,0,230,912,87,1,0,31,17,1,335,350,547,334,2,774,1131,8,465,64,2,1011,2,196,7,448
0,47,0,33.079354838709676,6.0,17324.0,165.0,5.0,1.0,212.0,5,3,6.0,75,171,265,61,11,6,265,19,1,228,568,342,685,16,122,1036,4,382,123,1,855,1,194,19,356
0,47,-1,33.079354838709676,8.062697910069664,14678.315844700945,146.92563081009297,13.710388247639035,13.673510265398097,126.76285414480587,5,30,11.784673844205193,0,51,1049,748,1,6,698,2,0,194,194,693,397,2,438,104,2,169,123,1,456,3,451,19,356
1,5,14,10.0,12.0,1.0,1.0,10.0,20.0,120.0,2,4,1.0,0,51,367,785,7,3,822,19,1,156,287,99,449,13,201,822,8,433,123,1,983,0,284,19,356
0,0,4,67.0,0.0,6174.0,82.0,1.0,12.0,54.0,0,1,10.0,0,139,613,651,1,5,1031,21,1,194,814,1218,655,13,205,915,7,345,22,0,755,8,131,3,298
0,0,606,6.0,10.0,158.0,92.0,26.0,11.0,37.0,0,2,11.0,33,77,319,993,1,3,21,17,1,576,406,284,646,2,723,227,8,263,76,3,885,0,37,0,513
0,47,1367,17.0,2.0,122981.0,146.92563081009297,0.0,17.0,6.0,5,0,12.0,43,52,43,990,1,5,575,2,0,194,280,970,807,2,772,1038,4,181,22,0,488,1,227,0,466
0,1,27,33.079354838709676,2.0,318.0,12.0,1.0,13.0,12.0,1,1,2.0,53,223,839,677,1,4,691,19,1,194,758,764,701,2,369,743,7,162,123,1,784,0,479,19,356
0,47,165,37.0,2.0,7502.0,26.0,13.0,3.0,5.0,5,2,2.0,0,132,67,13,1,3,1135,2,1,718,438,1176,432,0,689,144,0,190,64,2,180,0,351,29,472
0,11,76,16.0,2.0,73.0,7.0,11.0,14.0,13.0,1,1,7.0,75,77,372,661,7,4,1012,2,1,10,822,195,160,13,443,681,8,263,53,3,216,1,348,0,536
0,0,-1,12.0,20.0,1480.0,40.0,128.0,26.0,485.0,0,21,21.0,75,36,839,677,11,3,746,2,1,194,222,764,555,2,614,743,3,411,123,1,784,2,479,19,356
1,47,0,1.0,1.0,41948.0,58.0,0.0,1.0,47.0,5,0,1.0,33,144,839,677,1,4,768,5,1,209,700,764,822,2,708,743,8,164,123,1,784,0,479,19,356
0,0,0,2.0,8.062697910069664,1820.0,13.0,7.0,1.0,1.0,0,2,11.784673844205193,33,44,631,192,1,3,384,2,1,34,590,179,764,13,186,230,8,512,123,1,328,7,563,19,356
1,32,62,2804.0,8.062697910069664,18.0,3.0,24.0,45.0,71.0,0,1,11.784673844205193,0,198,921,1018,1,3,62,17,1,903,361,553,81,13,139,813,8,272,22,0,914,0,373,13,414
0,47,7,19.0,4.0,775584.0,146.92563081009297,0.0,4.0,5.0,5,0,4.0,0,74,1070,819,1,6,827,17,0,194,256,1078,302,9,398,621,0,387,123,1,1,8,162,19,356
0,0,0,38.0,8.0,50.0,24.0,1.0,13.0,43.0,0,1,8.0,0,238,580,272,11,4,426,17,1,391,755,441,702,13,748,925,8,364,22,0,478,0,193,28,243
1,0,15,8.0,8.0,1339.0,602.0,2.0,47.0,559.0,0,1,8.0,0,66,920,176,1,5,1012,2,1,404,822,489,160,13,152,817,8,88,123,1,575,1,547,19,356
0,47,-1,33.079354838709676,8.062697910069664,3651.0,146.92563081009297,0.0,9.0,43.0,5,0,11.784673844205193,43,246,1061,501,11,3,810,17,1,891,40,386,458,3,610,682,1,446,22,0,821,0,335,30,220
0,0,0,1.0,1.0,3584.0,269.0,1.0,4.0,15.0,0,1,1.0,0,31,792,232,1,4,991,5,1,194,714,343,79,13,163,323,7,516,22,2,88,1,545,0,486
0,47,0,11.0,32.0,9515.0,356.0,44.0,41.0,890.0,5,4,32.0,0,12,581,185,1,0,975,2,1,194,440,452,6,2,185,1091,8,188,51,2,869,0,174,27,443
0,0,135,5.0,8.0,3425.0,151.0,3.0,39.0,149.0,0,2,9.0,0,13,907,872,1,3,1071,2,1,194,396,1084,820,13,594,77,0,106,123,1,584,0,531,19,356
0,47,7,58.0,23.0,616.0,146.92563081009297,0.0,23.0,23.0,5,0,23.0,0,6,855,744,1,6,417,5,1,194,404,265,700,13,335,82,5,271,127,0,718,1,66,27,543
1,47,781,33.079354838709676,1.0,3420.0,23.0,10.0,6.0,21.0,5,1,1.0,0,130,906,837,9,5,1087,2,1,592,358,236,645,3,583,843,8,396,22,0,175,0,162,0,379
0,0,42,2.0,3.0,4321.0,257.0,1.0,4.0,55.0,0,1,3.0,53,42,342,751,1,6,720,15,1,244,465,364,216,2,85,479,8,240,123,1,1163,0,436,19,356
0,1,0,6.0,6.0,249.0,36.0,14.0,25.0,45.0,1,3,6.0,33,200,1070,819,1,1,55,2,1,319,738,1078,458,2,763,621,8,264,123,1,1,0,162,19,356
0,4,76,7.0,2.0,211.0,11.0,5.0,6.0,39.0,1,2,11.0,0,31,1291,370,1,2,7,17,1,134,825,175,440,14,233,247,0,521,22,2,143,0,447,0,151
0,47,7,0.0,0.0,14678.315844700945,146.92563081009297,13.710388247639035,6.0,126.76285414480587,5,30,1.0,54,51,673,896,1,3,1059,5,0,194,903,608,566,3,476,913,2,141,123,1,64,8,300,19,356
0,47,-1,33.079354838709676,8.062697910069664,5195.0,886.0,0.0,12.0,655.0,5,0,11.784673844205193,48,103,907,872,1,3,984,29,1,897,224,1084,530,13,792,77,8,242,123,1,584,0,531,19,356
0,47,-1,1.0,4.0,18828.0,147.0,10.0,7.0,6.0,5,2,6.0,0,58,20,819,7,3,285,2,1,557,119,679,618,13,724,244,8,489,123,1,1094,1,162,19,356
1,1,1,2.0,3.0,27.0,3.0,1.0,4.0,3.0,1,1,3.0,0,51,937,445,1,4,1079,19,1,284,444,997,467,3,212,732,7,189,123,1,384,0,189,19,356
0,1,0,1.0,1.0,273.0,8.0,8.0,4.0,53.0,1,4,1.0,26,96,1070,819,11,3,1099,5,1,873,308,1078,174,2,330,621,8,90,123,1,1,1,162,19,356
1,2,-1,33.079354838709676,0.0,47.0,0.0,2.0,0.0,0.0,1,1,0.0,26,120,570,964,1,5,199,2,1,51,597,1174,50,3,577,277,3,490,26,2,769,0,605,4,39
1,47,0,5.0,2.0,39775.0,30.0,4.0,2.0,27.0,5,0,2.0,26,53,1173,398,1,4,546,2,1,423,749,188,324,2,506,66,8,375,22,3,859,0,508,1,15
0,47,-1,33.079354838709676,8.062697910069664,14678.315844700945,146.92563081009297,0.0,1.0,4.0,5,0,11.784673844205193,26,14,914,952,1,6,629,17,0,194,143,157,180,2,172,372,2,167,123,1,276,2,728,19,356
0,47,1,33.079354838709676,8.062697910069664,36401.0,146.92563081009297,0.0,0.0,11.0,5,0,11.784673844205193,33,131,437,525,11,4,479,17,1,194,601,65,561,13,569,46,5,102,92,2,794,0,154,1,524
0,47,1,7.0,4.0,1504.0,8.0,1.0,3.0,10.0,5,1,4.0,0,77,205,285,28,3,282,2,1,294,465,332,216,3,84,1059,7,263,56,2,651,0,455,27,4
0,47,0,1.0,1.0,285916.0,146.92563081009297,0.0,1.0,52.0,5,0,1.0,33,51,974,317,1,6,481,2,0,719,715,23,471,3,776,302,8,460,123,1,589,1,73,19,356
0,47,1,33.079354838709676,13.0,537.0,146.92563081009297,0.0,13.0,13.0,5,0,13.0,0,215,633,872,1,3,1016,12,1,194,545,760,441,2,479,216,5,89,123,1,1062,10,531,19,356
0,2,48,14.0,4.0,131.0,7.0,16.0,7.0,8.0,1,3,7.0,17,126,891,823,1,6,675,2,1,552,807,309,742,2,91,594,6,39,22,0,1067,2,66,27,79
0,47,5,20.0,39.0,4286.0,48.0,3.0,20.0,49.0,5,1,42.0,0,77,1143,500,19,5,1155,17,1,590,372,923,364,2,723,828,3,263,156,2,385,0,174,0,149
0,0,0,33.079354838709676,1.0,12638.0,117.0,4.0,2.0,112.0,0,3,1.0,26,96,1070,819,1,5,493,17,1,319,790,1078,488,3,588,621,8,209,123,1,1,1,162,19,356
0,1,0,2.0,8.062697910069664,364.0,4.0,1.0,2.0,2.0,1,1,11.784673844205193,33,51,839,677,1,3,221,34,1,73,346,764,474,2,213,743,7,290,123,1,784,0,479,19,356
0,0,1,9.0,1.0,18753.0,146.92563081009297,0.0,2.0,1.0,0,0,2.0,0,103,907,872,1,3,99,2,1,160,322,1084,267,3,554,77,7,242,123,1,584,11,531,19,356
