,Survived,Pclass,Sex,Age,Fare,Cabin,Embarked,Set,Title,familyType
830,1.0,3,female,15.0,14.4542,U,C,train, Mrs,Small_Family
831,1.0,2,male,0.83,18.75,U,S,train, Master,Small_Family
832,0.0,3,male,29.881137667304014,7.2292,U,C,train, Mr,Single
833,0.0,3,male,23.0,7.8542,U,S,train, Mr,Single
834,0.0,3,male,18.0,8.3,U,S,train, Mr,Single
835,1.0,1,female,39.0,83.1583,E,C,train, Miss,Small_Family
836,0.0,3,male,21.0,8.6625,U,S,valid, Mr,Single
837,0.0,3,male,29.881137667304014,8.05,U,S,train, Mr,Single
838,1.0,3,male,32.0,56.4958,U,S,train, Mr,Single
839,1.0,1,male,29.881137667304014,29.7,C,C,train, Mr,Single
840,0.0,3,male,20.0,7.925,U,S,train, Mr,Single
841,0.0,2,male,16.0,10.5,U,S,train, Mr,Single
842,1.0,1,female,30.0,31.0,U,C,train, Miss,Single
843,0.0,3,male,34.5,6.4375,U,C,train, Mr,Single
844,0.0,3,male,17.0,8.6625,U,S,train, Mr,Single
845,0.0,3,male,42.0,7.55,U,S,train, Mr,Single
846,0.0,3,male,29.881137667304014,69.55,U,S,train, Mr,Large_Family
847,0.0,3,male,35.0,7.8958,U,C,train, Mr,Single
848,0.0,2,male,28.0,33.0,U,S,train, Rev,Small_Family
849,1.0,1,female,29.881137667304014,89.1042,C,C,train, Mrs,Small_Family
850,0.0,3,male,4.0,31.275,U,S,train, Master,Large_Family
851,0.0,3,male,74.0,7.775,U,S,train, Mr,Single
852,0.0,3,female,9.0,15.2458,U,C,train, Miss,Small_Family
853,1.0,1,female,16.0,39.4,D,S,train, Miss,Small_Family
854,0.0,2,female,44.0,26.0,U,S,valid, Mrs,Small_Family
855,1.0,3,female,18.0,9.35,U,S,train, Mrs,Small_Family
856,1.0,1,female,45.0,164.8667,U,S,train, Mrs,Small_Family
857,1.0,1,male,51.0,26.55,E,S,train, Mr,Single
858,1.0,3,female,24.0,19.2583,U,C,train, Mrs,Small_Family
859,0.0,3,male,29.881137667304014,7.2292,U,C,train, Mr,Single
860,0.0,3,male,41.0,14.1083,U,S,valid, Mr,Small_Family
861,0.0,2,male,21.0,11.5,U,S,valid, Mr,Small_Family
862,1.0,1,female,48.0,25.9292,D,S,train, Mrs,Single
863,0.0,3,female,29.881137667304014,69.55,U,S,train, Miss,Large_Family
864,0.0,2,male,24.0,13.0,U,S,train, Mr,Single
865,1.0,2,female,42.0,13.0,U,S,valid, Mrs,Single
866,1.0,2,female,27.0,13.8583,U,C,train, Miss,Small_Family
867,0.0,1,male,31.0,50.4958,A,S,train, Mr,Single
868,0.0,3,male,29.881137667304014,9.5,U,S,train, Mr,Single
869,1.0,3,male,4.0,11.1333,U,S,train, Master,Small_Family
870,0.0,3,male,26.0,7.8958,U,S,train, Mr,Single
871,1.0,1,female,47.0,52.5542,D,S,train, Mrs,Small_Family
872,0.0,1,male,33.0,5.0,B,S,train, Mr,Single
873,0.0,3,male,47.0,9.0,U,S,train, Mr,Single
874,1.0,2,female,28.0,24.0,U,C,train, Mrs,Small_Family
875,1.0,3,female,15.0,7.225,U,C,train, Miss,Single
876,0.0,3,male,20.0,9.8458,U,S,train, Mr,Single
877,0.0,3,male,19.0,7.8958,U,S,train, Mr,Single
878,0.0,3,male,29.881137667304014,7.8958,U,S,valid, Mr,Single
879,1.0,1,female,56.0,83.1583,C,C,train, Mrs,Small_Family
880,1.0,2,female,25.0,26.0,U,S,train, Mrs,Small_Family
881,0.0,3,male,33.0,7.8958,U,S,train, Mr,Single
882,0.0,3,female,22.0,10.5167,U,S,train, Miss,Single
883,0.0,2,male,28.0,10.5,U,S,train, Mr,Single
884,0.0,3,male,25.0,7.05,U,S,train, Mr,Single
885,0.0,3,female,39.0,29.125,U,Q,train, Mrs,Large_Family
886,0.0,2,male,27.0,13.0,U,S,train, Rev,Single
887,1.0,1,female,19.0,30.0,B,S,train, Miss,Single
888,0.0,3,female,29.881137667304014,23.45,U,S,train, Miss,Small_Family
889,1.0,1,male,26.0,30.0,C,C,train, Mr,Single
890,0.0,3,male,32.0,7.75,U,Q,train, Mr,Single
